SESDATE,APPTIME,SLOT,DC
20230724,1105,2,PRESTON
20230822,1725,1,PRESTON
20230918,1315,1,PRESTON
20230818,1225,1,PRESTON
20231207,1135,2,PRESTON
20231002,1905,1,PRESTON
20230811,1445,1,PRESTON
20230814,925,1,PRESTON
20231124,1515,1,PRESTON
20230814,1605,1,PRESTON
20230816,1650,2,PRESTON
20230704,1040,1,PRESTON
20231120,1510,1,PRESTON
20231208,1100,1,PRESTON
20231129,1350,2,PRESTON
20230720,1700,1,PRESTON
20230704,1225,1,PRESTON
20231214,1520,2,PRESTON
20230921,1510,1,PRESTON
20230927,1240,2,PRESTON
20230922,1115,1,PRESTON
20231207,1310,2,PRESTON
20231211,1405,1,PRESTON
20231204,1350,1,PRESTON
20230905,1135,1,PRESTON
20231218,1610,1,PRESTON
20230724,1445,1,PRESTON
20230907,950,1,PRESTON
20230724,1520,1,PRESTON
20230724,1540,1,PRESTON
20231018,1415,1,PRESTON
20230811,1350,1,PRESTON
20231211,1810,1,PRESTON
20230912,1335,1,PRESTON
20231003,1130,1,PRESTON
20231121,1340,1,PRESTON
20231214,1225,2,PRESTON
20230829,1515,1,PRESTON
20231229,1615,2,PRESTON
20230927,1810,1,PRESTON
20231012,1120,2,PRESTON
20231117,1430,1,PRESTON
20230726,1335,2,PRESTON
20231122,1400,1,PRESTON
20231214,905,1,PRESTON
20230830,1805,2,PRESTON
20231003,1310,1,PRESTON
20230707,1500,1,PRESTON
20231004,1505,1,PRESTON
20231128,1500,1,PRESTON
20231211,1850,1,PRESTON
20230720,1705,1,PRESTON
20231122,1050,2,PRESTON
20231121,1615,2,PRESTON
20230925,935,1,PRESTON
20231120,1535,1,PRESTON
20231229,1235,1,PRESTON
20230707,1450,1,PRESTON
20231220,815,1,PRESTON
20231117,1255,1,PRESTON
20230704,1340,1,PRESTON
20230927,1820,1,PRESTON
20230803,1415,1,PRESTON
20230919,1140,1,PRESTON
20231211,1840,1,PRESTON
20230906,1155,1,PRESTON
20231116,1250,2,PRESTON
20230901,1250,1,PRESTON
20231211,1540,1,PRESTON
20230928,1735,1,PRESTON
20231213,1550,2,PRESTON
20230703,1100,1,PRESTON
20231122,1125,2,PRESTON
20230907,910,1,PRESTON
20231229,1305,1,PRESTON
20231121,1510,1,PRESTON
20230929,1505,1,PRESTON
20231122,1310,2,PRESTON
20231113,1035,1,PRESTON
20230906,1350,2,PRESTON
20231220,1015,1,PRESTON
20231113,1125,1,PRESTON
20230726,900,1,PRESTON
20231226,1355,1,PRESTON
20230704,1430,1,PRESTON
20231213,845,1,PRESTON
20230718,1450,1,PRESTON
20231122,1910,2,PRESTON
20231201,1015,1,PRESTON
20231130,950,1,PRESTON
20230707,1355,1,PRESTON
20230707,1335,1,PRESTON
20230803,1900,1,PRESTON
20230929,1025,1,PRESTON
20230804,1000,1,PRESTON
20230707,1425,1,PRESTON
20231229,1440,2,PRESTON
20231207,1420,2,PRESTON
20230704,1455,1,PRESTON
20230905,1110,1,PRESTON
20231205,1425,1,PRESTON
20231122,1505,2,PRESTON
20231229,910,1,PRESTON
20230707,1310,1,PRESTON
20230904,1410,1,PRESTON
20230720,1820,2,PRESTON
20231218,905,1,PRESTON
20231129,820,2,PRESTON
20231211,1445,1,PRESTON
20230906,1525,2,PRESTON
20230906,1010,2,PRESTON
20231207,1805,2,PRESTON
20230906,1520,2,PRESTON
20231127,1050,1,PRESTON
20230803,1855,1,PRESTON
20231218,835,1,PRESTON
20231229,835,2,PRESTON
20230728,1010,1,PRESTON
20231122,1820,2,PRESTON
20230907,1605,1,PRESTON
20231031,1140,1,PRESTON
20231218,1345,1,PRESTON
20230803,1835,2,PRESTON
20231123,1525,2,PRESTON
20230907,1610,2,PRESTON
20231123,1235,2,PRESTON
20231230,1110,1,PRESTON
20230822,1415,1,PRESTON
20230815,1425,1,PRESTON
20231103,1500,1,PRESTON
20231124,1125,1,PRESTON
20231123,1750,1,PRESTON
20231228,1610,2,PRESTON
20230811,1425,1,PRESTON
20231230,1015,1,PRESTON
20231207,1410,2,PRESTON
20231230,830,1,PRESTON
20231117,1400,1,PRESTON
20230726,955,2,PRESTON
20231213,1405,2,PRESTON
20230801,1515,1,PRESTON
20231129,1010,2,PRESTON
20230906,1105,1,PRESTON
20231207,1555,2,PRESTON
20230718,1330,1,PRESTON
20231208,930,1,PRESTON
20231124,1140,1,PRESTON
20230913,1155,2,PRESTON
20231120,1520,1,PRESTON
20230927,1515,1,PRESTON
20231215,1125,1,PRESTON
20230915,820,1,PRESTON
20231128,1040,1,PRESTON
20231129,1010,1,PRESTON
20230905,1520,1,PRESTON
20230830,1150,1,PRESTON
20231207,1720,1,PRESTON
20230914,1200,1,PRESTON
20230905,1715,1,PRESTON
20230901,815,1,PRESTON
20231123,1700,1,PRESTON
20231213,940,1,PRESTON
20230710,1915,1,PRESTON
20231222,1040,1,PRESTON
20230803,1825,2,PRESTON
20230830,1755,2,PRESTON
20231012,1105,1,PRESTON
20231113,1040,1,PRESTON
20231228,1410,1,PRESTON
20231204,835,1,PRESTON
20230816,1055,1,PRESTON
20231113,1650,1,PRESTON
20230718,1305,1,PRESTON
20231220,1255,1,PRESTON
20230718,1255,1,PRESTON
20230912,1600,1,PRESTON
20230718,1110,1,PRESTON
20231206,1540,2,PRESTON
20230907,1010,2,PRESTON
20231219,1430,1,PRESTON
20230718,1345,1,PRESTON
20231130,1505,1,PRESTON
20230726,950,1,PRESTON
20230726,925,1,PRESTON
20231228,1045,1,PRESTON
20230911,1555,1,PRESTON
20230905,1145,1,PRESTON
20231218,1150,1,PRESTON
20231025,1255,2,PRESTON
20231206,1510,1,PRESTON
20231228,1205,1,PRESTON
20230803,1510,2,PRESTON
20230816,1510,1,PRESTON
20231218,1535,1,PRESTON
20230718,1235,1,PRESTON
20231204,1410,1,PRESTON
20230721,1000,1,PRESTON
20230905,1535,1,PRESTON
20231101,1030,1,PRESTON
20231123,1325,2,PRESTON
20231129,1440,2,PRESTON
20231222,905,1,PRESTON
20231206,1840,2,PRESTON
20231204,1110,1,PRESTON
20230830,1750,2,PRESTON
20230810,935,2,PRESTON
20231214,940,2,PRESTON
20231101,840,1,PRESTON
20231219,1535,1,PRESTON
20230913,1425,1,PRESTON
20230831,1900,1,PRESTON
20231228,1025,1,PRESTON
20230831,1515,1,PRESTON
20230922,1125,1,PRESTON
20230830,1055,1,PRESTON
20231228,855,1,PRESTON
20231226,1500,1,PRESTON
20230919,1755,1,PRESTON
20231230,1040,1,PRESTON
20230913,1210,2,PRESTON
20230921,850,1,PRESTON
20230906,750,1,PRESTON
20231113,1915,2,PRESTON
20231115,905,2,PRESTON
20230918,1125,1,PRESTON
20230831,1440,1,PRESTON
20231117,1035,1,PRESTON
20231031,1130,1,PRESTON
20231117,935,1,PRESTON
20231116,1310,2,PRESTON
20231212,1330,1,PRESTON
20230911,1425,1,PRESTON
20230817,1855,2,PRESTON
20231115,920,1,PRESTON
20231226,1335,1,PRESTON
20230804,825,1,PRESTON
20230831,1755,2,PRESTON
20230901,1115,1,PRESTON
20230901,1220,1,PRESTON
20230911,1025,1,PRESTON
20230831,1210,2,PRESTON
20230831,1740,2,PRESTON
20231124,1435,1,PRESTON
20231226,810,1,PRESTON
20230901,835,1,PRESTON
20231213,1340,2,PRESTON
20231226,1255,1,PRESTON
20231206,1805,1,PRESTON
20231122,1840,1,PRESTON
20231212,1650,1,PRESTON
20230901,805,1,PRESTON
20230904,1110,1,PRESTON
20230830,1840,2,PRESTON
20231220,1240,2,PRESTON
20231205,1100,1,PRESTON
20231025,1105,2,PRESTON
20231205,925,1,PRESTON
20230829,955,1,PRESTON
20231205,755,1,PRESTON
20231115,1140,2,PRESTON
20231114,1330,1,PRESTON
20230829,1055,1,PRESTON
20231219,1225,1,PRESTON
20231124,1505,1,PRESTON
20230829,1210,1,PRESTON
20230718,1050,1,PRESTON
20231127,1745,1,PRESTON
20230907,1415,1,PRESTON
20231121,1535,1,PRESTON
20230906,850,1,PRESTON
20230830,1910,2,PRESTON
20231214,825,2,PRESTON
20231117,1550,1,PRESTON
20230912,800,1,PRESTON
20231207,1255,2,PRESTON
20231129,1340,2,PRESTON
20231230,825,1,PRESTON
20230830,1450,2,PRESTON
20231206,1840,1,PRESTON
20231124,1615,2,PRESTON
20230830,1430,1,PRESTON
20231130,1425,1,PRESTON
20231201,905,1,PRESTON
20230803,1440,1,PRESTON
20231128,1900,1,PRESTON
20230830,1050,2,PRESTON
20231208,1305,1,PRESTON
20231031,1320,1,PRESTON
20231114,1420,1,PRESTON
20231116,935,1,PRESTON
20231208,925,1,PRESTON
20230803,1505,1,PRESTON
20230927,1455,2,PRESTON
20231124,1555,1,PRESTON
20230829,1435,1,PRESTON
20231206,1620,2,PRESTON
20231205,1610,1,PRESTON
20231206,1910,1,PRESTON
20231205,1445,1,PRESTON
20231129,1410,2,PRESTON
20230830,1550,2,PRESTON
20230915,805,1,PRESTON
20231206,1740,1,PRESTON
20230707,945,1,PRESTON
20230912,1105,1,PRESTON
20230914,1120,2,PRESTON
20231206,1350,2,PRESTON
20230907,1340,2,PRESTON
20231206,1420,2,PRESTON
20230830,1050,1,PRESTON
20230914,1430,1,PRESTON
20231226,830,1,PRESTON
20230914,1850,1,PRESTON
20231128,1700,1,PRESTON
20230829,1335,1,PRESTON
20230928,1205,2,PRESTON
20231114,1525,1,PRESTON
20231206,1105,2,PRESTON
20231207,1655,2,PRESTON
20231130,1220,2,PRESTON
20230717,1600,1,PRESTON
20230830,1705,2,PRESTON
20231207,1100,1,PRESTON
20230904,1805,1,PRESTON
20231206,1255,2,PRESTON
20231130,1520,1,PRESTON
20231204,1005,1,PRESTON
20231226,1115,1,PRESTON
20230928,1105,1,PRESTON
20231208,910,1,PRESTON
20230912,815,1,PRESTON
20231230,1050,1,PRESTON
20231114,1435,1,PRESTON
20230911,1000,1,PRESTON
20231219,1050,1,PRESTON
20230830,1425,1,PRESTON
20230816,1250,2,PRESTON
20230913,1850,1,PRESTON
20231114,1515,1,PRESTON
20230907,1505,2,PRESTON
20231220,830,1,PRESTON
20231114,1535,1,PRESTON
20231218,1125,1,PRESTON
20230830,1420,1,PRESTON
20230913,1400,1,PRESTON
20230814,1035,1,PRESTON
20230915,1450,1,PRESTON
20231214,1135,2,PRESTON
20231214,1020,2,PRESTON
20231101,840,2,PRESTON
20231124,1325,1,PRESTON
20230830,1740,1,PRESTON
20231123,1825,2,PRESTON
20231206,1525,2,PRESTON
20230913,1450,2,PRESTON
20231213,920,2,PRESTON
20231124,1225,1,PRESTON
20231214,1415,1,PRESTON
20231214,1340,2,PRESTON
20231226,1010,1,PRESTON
20230915,1540,1,PRESTON
20230816,1055,2,PRESTON
20230914,1415,1,PRESTON
20230912,1220,1,PRESTON
20231214,1055,1,PRESTON
20230915,800,1,PRESTON
20231129,1005,1,PRESTON
20230915,925,1,PRESTON
20230913,1640,2,PRESTON
20231204,1100,1,PRESTON
20231128,1905,2,PRESTON
20231226,945,1,PRESTON
20230830,1655,2,PRESTON
20230703,1500,1,PRESTON
20231204,950,1,PRESTON
20231207,1815,1,PRESTON
20230913,1325,2,PRESTON
20231226,910,1,PRESTON
20230907,1520,1,PRESTON
20230707,950,1,PRESTON
20230705,1855,2,PRESTON
20230720,1620,2,PRESTON
20231207,1405,2,PRESTON
20230907,1030,1,PRESTON
20231114,1320,1,PRESTON
20231207,1905,1,PRESTON
20230707,1115,1,PRESTON
20231201,1535,1,PRESTON
20230728,1030,1,PRESTON
20230807,1800,1,PRESTON
20230913,1910,1,PRESTON
20231117,1045,1,PRESTON
20230913,1410,1,PRESTON
20231205,1530,1,PRESTON
20230830,1705,1,PRESTON
20231031,1345,1,PRESTON
20230830,1535,2,PRESTON
20230904,1350,1,PRESTON
20231208,800,1,PRESTON
20230829,1155,1,PRESTON
20230830,1140,1,PRESTON
20230829,1115,1,PRESTON
20230906,1550,1,PRESTON
20231220,1045,1,PRESTON
20231213,820,1,PRESTON
20230929,1340,1,PRESTON
20231023,1520,1,PRESTON
20231220,820,1,PRESTON
20231123,1435,2,PRESTON
20231129,1110,1,PRESTON
20231218,1525,1,PRESTON
20230906,1410,2,PRESTON
20230915,1605,2,PRESTON
20230906,1510,2,PRESTON
20231012,1305,2,PRESTON
20230721,1045,1,PRESTON
20231129,755,1,PRESTON
20231031,1200,1,PRESTON
20231116,820,2,PRESTON
20230914,1335,2,PRESTON
20231108,1705,2,PRESTON
20231221,1210,1,PRESTON
20230830,1320,2,PRESTON
20231206,1115,1,PRESTON
20230906,1405,1,PRESTON
20230906,1305,2,PRESTON
20231017,1055,1,PRESTON
20230906,1110,1,PRESTON
20231219,1610,1,PRESTON
20231221,1325,1,PRESTON
20231113,1755,1,PRESTON
20231101,920,1,PRESTON
20231205,1010,1,PRESTON
20231108,1830,1,PRESTON
20230705,1140,2,PRESTON
20230817,1510,1,PRESTON
20231219,1525,1,PRESTON
20230907,1450,2,PRESTON
20230829,910,1,PRESTON
20230829,1615,2,PRESTON
20231221,910,1,PRESTON
20230906,1235,2,PRESTON
20231122,1730,1,PRESTON
20230817,1525,1,PRESTON
20231122,1505,1,PRESTON
20230927,1500,1,PRESTON
20231201,855,1,PRESTON
20230830,1700,1,PRESTON
20230720,1725,1,PRESTON
20231130,810,2,PRESTON
20230831,1235,2,PRESTON
20230907,1600,2,PRESTON
20231206,1850,2,PRESTON
20230830,1100,1,PRESTON
20230901,1030,1,PRESTON
20230915,1320,1,PRESTON
20231211,1045,1,PRESTON
20231213,1545,1,PRESTON
20230913,1235,2,PRESTON
20231122,1140,1,PRESTON
20231226,1155,1,PRESTON
20231113,1740,1,PRESTON
20230707,855,1,PRESTON
20231213,1110,2,PRESTON
20230707,1430,1,PRESTON
20231129,905,2,PRESTON
20231114,1305,1,PRESTON
20231114,1335,1,PRESTON
20231206,1735,1,PRESTON
20230804,1325,1,PRESTON
20231212,1035,1,PRESTON
20230830,1735,2,PRESTON
20230831,1155,1,PRESTON
20231117,950,1,PRESTON
20230914,1720,2,PRESTON
20230720,1710,1,PRESTON
20230831,1745,1,PRESTON
20231206,1825,2,PRESTON
20231114,1755,1,PRESTON
20231120,905,1,PRESTON
20230707,1445,1,PRESTON
20230815,1525,1,PRESTON
20230901,1125,1,PRESTON
20231114,1425,1,PRESTON
20230817,1320,2,PRESTON
20231113,1840,1,PRESTON
20231128,1455,1,PRESTON
20231114,1915,1,PRESTON
20230831,1130,1,PRESTON
20231122,1210,2,PRESTON
20231114,1150,1,PRESTON
20231116,1100,1,PRESTON
20230912,1110,1,PRESTON
20230911,1535,1,PRESTON
20231115,1540,1,PRESTON
20231129,1040,2,PRESTON
20231214,1110,1,PRESTON
20231121,1205,1,PRESTON
20230808,1540,1,PRESTON
20230901,1440,1,PRESTON
20231116,1615,2,PRESTON
20231127,1845,1,PRESTON
20231204,925,1,PRESTON
20230720,1650,2,PRESTON
20231226,1400,1,PRESTON
20230921,1145,1,PRESTON
20230719,1825,1,PRESTON
20231123,1435,1,PRESTON
20230911,835,1,PRESTON
20230901,1335,1,PRESTON
20230814,1450,1,PRESTON
20230704,1335,1,PRESTON
20231201,925,1,PRESTON
20231226,1420,1,PRESTON
20231121,1120,1,PRESTON
20230707,1015,1,PRESTON
20230815,1335,1,PRESTON
20231226,840,1,PRESTON
20230907,805,1,PRESTON
20231228,900,1,PRESTON
20230810,1155,2,PRESTON
20231116,840,1,PRESTON
20231017,1840,1,PRESTON
20231206,1845,1,PRESTON
20230921,1035,2,PRESTON
20230717,1615,2,PRESTON
20230829,1240,1,PRESTON
20231122,1350,2,PRESTON
20231117,1615,2,PRESTON
20230816,1110,1,PRESTON
20230906,905,1,PRESTON
20231207,1440,1,PRESTON
20231206,1810,1,PRESTON
20231222,1140,1,PRESTON
20230801,940,1,PRESTON
20230905,1425,1,PRESTON
20231208,1510,1,PRESTON
20231214,945,1,PRESTON
20231117,1105,1,PRESTON
20231113,1705,1,PRESTON
20231215,800,1,PRESTON
20231204,1320,1,PRESTON
20231120,750,1,PRESTON
20230816,1455,1,PRESTON
20231027,1525,1,PRESTON
20231127,1720,1,PRESTON
20231120,1045,1,PRESTON
20230808,1045,1,PRESTON
20231213,1050,2,PRESTON
20230808,1110,1,PRESTON
20231127,1515,1,PRESTON
20230906,910,1,PRESTON
20230720,1610,2,PRESTON
20230707,835,1,PRESTON
20231205,1055,1,PRESTON
20230808,1115,1,PRESTON
20231212,1710,1,PRESTON
20231204,1530,1,PRESTON
20231121,1035,1,PRESTON
20231123,1510,2,PRESTON
20231205,1510,1,PRESTON
20231214,1450,2,PRESTON
20231207,1405,1,PRESTON
20230905,1140,1,PRESTON
20230719,1640,2,PRESTON
20231204,1610,1,PRESTON
20231122,1415,1,PRESTON
20230719,1220,2,PRESTON
20231005,935,1,PRESTON
20230719,1405,1,PRESTON
20231122,1740,1,PRESTON
20231204,1150,1,PRESTON
20231117,1020,1,PRESTON
20230906,1140,2,PRESTON
20230829,925,1,PRESTON
20230907,925,1,PRESTON
20231123,1415,1,PRESTON
20230817,1500,1,PRESTON
20230905,1310,1,PRESTON
20231128,1705,1,PRESTON
20230913,1040,2,PRESTON
20231128,1200,1,PRESTON
20231113,1855,1,PRESTON
20231228,1000,1,PRESTON
20231226,750,1,PRESTON
20231218,930,1,PRESTON
20230707,810,1,PRESTON
20230718,1150,1,PRESTON
20231124,1420,1,PRESTON
20231220,840,1,PRESTON
20231214,810,1,PRESTON
20231228,1210,1,PRESTON
20231122,1715,1,PRESTON
20230907,1550,2,PRESTON
20231218,1140,1,PRESTON
20231117,1010,1,PRESTON
20231024,1210,1,PRESTON
20231114,1350,1,PRESTON
20231213,1020,2,PRESTON
20230908,1120,1,PRESTON
20231219,920,1,PRESTON
20230808,1445,1,PRESTON
20230921,1510,2,PRESTON
20230912,1535,1,PRESTON
20230704,1615,2,PRESTON
20231214,805,1,PRESTON
20231124,1320,1,PRESTON
20230906,1605,2,PRESTON
20230808,1820,1,PRESTON
20231206,1715,1,PRESTON
20231114,1050,1,PRESTON
20231024,835,1,PRESTON
20230713,935,2,PRESTON
20230912,1250,1,PRESTON
20230912,1055,1,PRESTON
20230707,1055,1,PRESTON
20231128,1105,1,PRESTON
20230914,1055,1,PRESTON
20231228,1450,1,PRESTON
20230704,1600,1,PRESTON
20231214,1115,1,PRESTON
20230707,1125,1,PRESTON
20231129,1025,2,PRESTON
20231201,1615,1,PRESTON
20231230,930,1,PRESTON
20230914,1440,1,PRESTON
20230830,1835,1,PRESTON
20231207,1850,1,PRESTON
20230914,1525,2,PRESTON
20230905,1655,1,PRESTON
20230720,1750,1,PRESTON
20231207,1150,1,PRESTON
20230719,1325,2,PRESTON
20230803,1825,1,PRESTON
20231124,835,1,PRESTON
20231122,1535,2,PRESTON
20230928,1125,1,PRESTON
20231115,1510,2,PRESTON
20230713,1540,2,PRESTON
20230830,1600,1,PRESTON
20231128,1300,1,PRESTON
20231115,1435,1,PRESTON
20231230,1000,1,PRESTON
20231117,915,1,PRESTON
20230704,1510,1,PRESTON
20231213,910,1,PRESTON
20231211,1455,1,PRESTON
20231124,840,1,PRESTON
20231215,1615,1,PRESTON
20231220,800,1,PRESTON
20230915,1435,1,PRESTON
20230927,1520,1,PRESTON
20230928,1240,2,PRESTON
20230804,1110,1,PRESTON
20231213,1115,1,PRESTON
20231123,1605,2,PRESTON
20231031,1415,1,PRESTON
20231201,1530,1,PRESTON
20231124,1600,1,PRESTON
20230705,1500,1,PRESTON
20231211,1150,1,PRESTON
20231221,1220,1,PRESTON
20230927,1650,2,PRESTON
20231208,1115,1,PRESTON
20230704,1515,1,PRESTON
20230707,1240,1,PRESTON
20230928,1255,2,PRESTON
20231128,1420,1,PRESTON
20231201,1440,1,PRESTON
20230928,1055,2,PRESTON
20231128,1510,1,PRESTON
20231213,1515,1,PRESTON
20231218,1025,1,PRESTON
20230719,1915,2,PRESTON
20231019,1615,1,PRESTON
20231208,905,1,PRESTON
20231019,1535,2,PRESTON
20231122,1820,1,PRESTON
20231229,820,1,PRESTON
20231018,1320,1,PRESTON
20231019,1505,1,PRESTON
20231026,1110,2,PRESTON
20230720,1705,2,PRESTON
20231123,1120,1,PRESTON
20231106,1425,1,PRESTON
20231218,1430,1,PRESTON
20231019,1350,2,PRESTON
20231229,935,2,PRESTON
20231012,1050,2,PRESTON
20230928,1735,2,PRESTON
20231107,1350,1,PRESTON
20231122,1340,2,PRESTON
20231106,810,1,PRESTON
20230704,1450,1,PRESTON
20231106,830,1,PRESTON
20231023,1610,1,PRESTON
20231030,1905,1,PRESTON
20231122,1610,2,PRESTON
20230830,1535,1,PRESTON
20230906,1450,2,PRESTON
20231020,805,1,PRESTON
20231127,1655,1,PRESTON
20231124,1105,1,PRESTON
20231114,1145,1,PRESTON
20231124,1210,1,PRESTON
20230720,1720,2,PRESTON
20231020,950,1,PRESTON
20231205,800,1,PRESTON
20231020,1020,1,PRESTON
20231124,1255,1,PRESTON
20230928,1850,1,PRESTON
20231116,815,1,PRESTON
20231020,1115,1,PRESTON
20231208,835,1,PRESTON
20231204,755,1,PRESTON
20231004,1130,1,PRESTON
20231211,1700,1,PRESTON
20230801,1445,1,PRESTON
20231019,1005,1,PRESTON
20231128,1710,1,PRESTON
20231016,1125,1,PRESTON
20230830,1505,1,PRESTON
20231016,1140,1,PRESTON
20231120,1235,1,PRESTON
20231016,1330,1,PRESTON
20231220,1255,2,PRESTON
20231120,1050,1,PRESTON
20231208,805,1,PRESTON
20231016,1425,1,PRESTON
20231023,1610,2,PRESTON
20230922,1330,1,PRESTON
20230906,910,2,PRESTON
20231024,1430,1,PRESTON
20231129,855,2,PRESTON
20231016,1645,1,PRESTON
20230712,1600,2,PRESTON
20231228,1430,1,PRESTON
20231229,1225,1,PRESTON
20231016,1745,1,PRESTON
20231214,1450,1,PRESTON
20231019,1450,2,PRESTON
20231229,1440,1,PRESTON
20230816,1600,1,PRESTON
20230906,950,1,PRESTON
20231025,1520,2,PRESTON
20230906,1205,2,PRESTON
20231128,1735,1,PRESTON
20230718,1415,1,PRESTON
20231020,1040,1,PRESTON
20231122,1130,1,PRESTON
20231025,1450,1,PRESTON
20231229,1355,2,PRESTON
20231020,920,1,PRESTON
20231220,1330,2,PRESTON
20231106,1105,1,PRESTON
20231031,1050,1,PRESTON
20231006,1005,1,PRESTON
20231229,1600,1,PRESTON
20231004,1410,1,PRESTON
20231207,1745,1,PRESTON
20231128,1915,2,PRESTON
20230830,1645,1,PRESTON
20231122,1150,2,PRESTON
20230728,850,1,PRESTON
20231004,1450,1,PRESTON
20231116,1350,2,PRESTON
20231214,1610,2,PRESTON
20230901,825,1,PRESTON
20231207,1730,1,PRESTON
20231115,1145,1,PRESTON
20231004,1535,1,PRESTON
20231207,1525,1,PRESTON
20231004,1550,1,PRESTON
20231113,1815,1,PRESTON
20231122,1320,2,PRESTON
20231113,1835,1,PRESTON
20231003,1700,1,PRESTON
20231018,1140,1,PRESTON
20231207,1800,1,PRESTON
20230816,1635,2,PRESTON
20231106,1310,1,PRESTON
20230911,920,1,PRESTON
20231025,1445,1,PRESTON
20230703,955,1,PRESTON
20231025,1455,1,PRESTON
20231211,1450,1,PRESTON
20231002,1735,1,PRESTON
20231004,1100,1,PRESTON
20231002,1830,1,PRESTON
20230814,1605,2,PRESTON
20231003,1110,1,PRESTON
20230907,1615,1,PRESTON
20231211,1130,1,PRESTON
20231219,935,1,PRESTON
20230720,1625,2,PRESTON
20230907,1025,1,PRESTON
20231003,1450,1,PRESTON
20231129,855,1,PRESTON
20231003,1500,1,PRESTON
20230907,850,2,PRESTON
20231123,1555,2,PRESTON
20231205,1440,1,PRESTON
20231002,1100,1,PRESTON
20231204,1340,1,PRESTON
20231010,1045,1,PRESTON
20230919,1320,1,PRESTON
20231129,835,1,PRESTON
20231212,1540,1,PRESTON
20231102,1355,2,PRESTON
20231117,1340,1,PRESTON
20231214,820,1,PRESTON
20230704,1255,1,PRESTON
20231005,1600,1,PRESTON
20230811,1335,1,PRESTON
20231002,1500,1,PRESTON
20230725,1105,1,PRESTON
20231002,1525,1,PRESTON
20231023,1540,1,PRESTON
20231002,1445,1,PRESTON
20231206,1900,1,PRESTON
20231002,1305,1,PRESTON
20230817,1100,1,PRESTON
20231102,1110,1,PRESTON
20231211,1855,1,PRESTON
20230725,1130,1,PRESTON
20231129,1150,1,PRESTON
20231121,1235,1,PRESTON
20230818,1615,2,PRESTON
20231123,1740,2,PRESTON
20231221,1000,1,PRESTON
20231213,1610,1,PRESTON
20230807,1905,2,PRESTON
20231213,1525,1,PRESTON
20231214,1105,2,PRESTON
20231031,1535,1,PRESTON
20230927,1045,1,PRESTON
20231031,1735,1,PRESTON
20230919,1505,1,PRESTON
20230724,1735,1,PRESTON
20231215,1045,1,PRESTON
20231030,1440,1,PRESTON
20230707,1010,1,PRESTON
20230724,1820,1,PRESTON
20231214,1405,2,PRESTON
20231102,1210,2,PRESTON
20230721,815,1,PRESTON
20231102,1140,2,PRESTON
20231129,1055,2,PRESTON
20231124,815,1,PRESTON
20231127,1445,1,PRESTON
20231011,1420,1,PRESTON
20231206,1730,1,PRESTON
20231024,1355,1,PRESTON
20231116,1530,1,PRESTON
20231016,1655,1,PRESTON
20230911,1330,1,PRESTON
20231018,1425,1,PRESTON
20230904,1905,1,PRESTON
20230831,1510,1,PRESTON
20230705,1130,1,PRESTON
20230705,1220,2,PRESTON
20231002,1850,1,PRESTON
20230705,1240,2,PRESTON
20230922,955,1,PRESTON
20231201,1415,1,PRESTON
20230724,1130,1,PRESTON
20231003,1055,1,PRESTON
20231206,1035,1,PRESTON
20231129,1255,2,PRESTON
20230907,825,2,PRESTON
20230707,1020,1,PRESTON
20230724,1400,1,PRESTON
20231201,750,1,PRESTON
20231212,1120,1,PRESTON
20231102,1510,2,PRESTON
20230707,830,1,PRESTON
20231229,1510,1,PRESTON
20231219,1205,1,PRESTON
20230705,1445,1,PRESTON
20231206,1410,1,PRESTON
20231201,800,1,PRESTON
20230829,755,1,PRESTON
20231122,1510,1,PRESTON
20230724,1125,1,PRESTON
20231123,1445,1,PRESTON
20230726,1035,1,PRESTON
20230705,1530,1,PRESTON
20230720,1505,2,PRESTON
20231122,1455,1,PRESTON
20230926,1220,1,PRESTON
20230906,1025,2,PRESTON
20231207,1225,2,PRESTON
20231116,1435,1,PRESTON
20231115,1525,1,PRESTON
20230901,910,1,PRESTON
20230719,1815,1,PRESTON
20231214,925,1,PRESTON
20230823,1110,2,PRESTON
20231009,1330,1,PRESTON
20231208,1400,1,PRESTON
20231213,950,2,PRESTON
20230907,830,1,PRESTON
20230705,1815,1,PRESTON
20230907,945,1,PRESTON
20231129,935,1,PRESTON
20230921,1415,1,PRESTON
20230704,1405,2,PRESTON
20230804,1040,1,PRESTON
20231129,1225,2,PRESTON
20230808,1705,1,PRESTON
20231214,1440,1,PRESTON
20230810,1555,1,PRESTON
20230728,945,1,PRESTON
20231114,1520,1,PRESTON
20231228,1110,1,PRESTON
20230704,1100,1,PRESTON
20231130,940,2,PRESTON
20231211,1410,1,PRESTON
20230814,1015,1,PRESTON
20231116,1020,2,PRESTON
20231122,1445,1,PRESTON
20231116,1555,1,PRESTON
20230811,1615,2,PRESTON
20231102,810,1,PRESTON
20230911,1155,1,PRESTON
20231207,1050,1,PRESTON
20230706,1835,1,PRESTON
20231004,1530,1,PRESTON
20230810,1210,2,PRESTON
20231222,1050,1,PRESTON
20230811,1440,1,PRESTON
20231220,825,2,PRESTON
20230811,1250,1,PRESTON
20230925,1250,1,PRESTON
20230706,1745,1,PRESTON
20230704,1000,1,PRESTON
20230720,1055,1,PRESTON
20231121,825,1,PRESTON
20231025,1650,2,PRESTON
20230711,1125,1,PRESTON
20230810,1355,1,PRESTON
20230925,1035,1,PRESTON
