SESDATE,APPTIME,SLOT,DC
20230811,905,1,DURHAM
20230708,850,1,DURHAM
20230810,1320,1,DURHAM
20230708,1435,1,DURHAM
20230803,1820,1,DURHAM
20230809,1755,1,DURHAM
20230928,1620,1,DURHAM
20230718,1540,2,DURHAM
20230926,1310,1,DURHAM
20230704,1105,2,DURHAM
20230704,1330,1,DURHAM
20230915,1435,2,DURHAM
20230714,910,1,DURHAM
20230818,1510,1,DURHAM
20230803,1305,1,DURHAM
20230905,1325,1,DURHAM
20230913,1315,1,DURHAM
20230801,1305,1,DURHAM
20230819,1330,1,DURHAM
20230921,1640,1,DURHAM
20230905,1350,1,DURHAM
20230803,1315,1,DURHAM
20230713,1205,1,DURHAM
20230810,1655,1,DURHAM
20230727,1545,1,DURHAM
20230808,1630,1,DURHAM
20230809,1610,1,DURHAM
20230829,1230,1,DURHAM
20230808,1755,1,DURHAM
20230905,1210,1,DURHAM
20230722,1025,1,DURHAM
20230825,1325,1,DURHAM
20230822,1710,1,DURHAM
20230825,1335,1,DURHAM
20230728,1440,1,DURHAM
20230922,1055,1,DURHAM
20230922,1025,1,DURHAM
20230802,1320,1,DURHAM
20230728,1450,1,DURHAM
20230802,1410,1,DURHAM
20230810,1540,1,DURHAM
20230714,1345,1,DURHAM
20230908,920,1,DURHAM
20230724,1300,1,DURHAM
20230722,1105,1,DURHAM
20230906,1540,1,DURHAM
20230801,1550,1,DURHAM
20230831,1300,1,DURHAM
20230817,1705,1,DURHAM
20230927,1800,1,DURHAM
20230728,1045,1,DURHAM
20230722,1355,1,DURHAM
20230722,830,1,DURHAM
20230802,1740,2,DURHAM
20230729,1315,1,DURHAM
20230809,1210,1,DURHAM
20230921,1345,1,DURHAM
20230916,1125,1,DURHAM
20230728,925,1,DURHAM
20230805,920,1,DURHAM
20230803,1425,1,DURHAM
20230705,1655,1,DURHAM
20230708,1110,1,DURHAM
20230718,1535,1,DURHAM
20230913,1630,2,DURHAM
20230706,1745,1,DURHAM
20230727,1130,1,DURHAM
20230704,1140,2,DURHAM
20230829,1615,1,DURHAM
20230705,1305,2,DURHAM
20230902,1430,1,DURHAM
20230914,1810,1,DURHAM
20230704,1325,1,DURHAM
20230830,1210,1,DURHAM
20230908,845,1,DURHAM
20230812,1310,1,DURHAM
20230826,1540,1,DURHAM
20230803,1400,1,DURHAM
20230830,1105,1,DURHAM
20230905,1405,1,DURHAM
20230816,1400,1,DURHAM
20230909,1025,1,DURHAM
20230822,1540,1,DURHAM
20230912,1745,1,DURHAM
20230817,1640,1,DURHAM
20230831,1135,1,DURHAM
20230930,920,1,DURHAM
20230705,1620,1,DURHAM
20230816,1810,1,DURHAM
20230810,1130,1,DURHAM
20230914,1745,1,DURHAM
20230805,1500,1,DURHAM
20230713,1305,1,DURHAM
20230707,1000,1,DURHAM
20230829,1400,1,DURHAM
20230815,1800,1,DURHAM
20230812,855,1,DURHAM
20230921,1150,1,DURHAM
20230926,1625,1,DURHAM
20230712,1655,1,DURHAM
20230726,1820,1,DURHAM
20230818,1020,1,DURHAM
20230726,1240,1,DURHAM
20230926,1810,1,DURHAM
20230825,930,1,DURHAM
20230713,1140,1,DURHAM
20230905,1740,1,DURHAM
20230816,1345,1,DURHAM
20230922,1540,1,DURHAM
20230921,1700,1,DURHAM
20230811,1050,1,DURHAM
20230707,1455,1,DURHAM
20230704,1140,1,DURHAM
20230914,1550,1,DURHAM
20230915,1000,1,DURHAM
20230726,1715,2,DURHAM
20230826,940,1,DURHAM
20230831,1625,1,DURHAM
20230902,1410,1,DURHAM
20230908,1025,1,DURHAM
20230803,1240,1,DURHAM
20230707,1430,1,DURHAM
20230922,1330,1,DURHAM
20230711,1220,1,DURHAM
20230715,1550,1,DURHAM
20230908,1355,1,DURHAM
20230913,1230,1,DURHAM
20230825,920,1,DURHAM
20230913,1155,1,DURHAM
20230915,1250,1,DURHAM
20230826,1400,2,DURHAM
20230930,900,1,DURHAM
20230920,1555,1,DURHAM
20230713,1325,1,DURHAM
20230720,1825,1,DURHAM
20230927,1715,1,DURHAM
20230725,1610,1,DURHAM
20230708,1000,1,DURHAM
20230919,1145,1,DURHAM
20230908,1255,1,DURHAM
20230810,1800,1,DURHAM
20230729,1020,2,DURHAM
20230812,845,2,DURHAM
20230920,1115,1,DURHAM
20230707,1325,1,DURHAM
20230718,1810,1,DURHAM
20230707,1510,1,DURHAM
20230808,1220,1,DURHAM
20230808,1555,1,DURHAM
20230713,1750,1,DURHAM
20230914,1715,1,DURHAM
20230815,1610,1,DURHAM
20230729,1125,1,DURHAM
20230708,915,1,DURHAM
20230803,1120,1,DURHAM
20230815,1355,1,DURHAM
20230922,1310,1,DURHAM
20230801,1740,1,DURHAM
20230706,1805,1,DURHAM
20230909,1530,1,DURHAM
20230826,1550,1,DURHAM
20230804,950,1,DURHAM
20230805,1020,1,DURHAM
20230923,1050,2,DURHAM
20230812,1040,1,DURHAM
20230930,1330,1,DURHAM
20230912,1700,1,DURHAM
20230816,1830,1,DURHAM
20230810,1555,1,DURHAM
20230721,830,1,DURHAM
20230720,1610,1,DURHAM
20230825,1455,1,DURHAM
20230818,1335,1,DURHAM
20230929,1020,1,DURHAM
20230927,1820,1,DURHAM
20230720,1420,1,DURHAM
20230808,1330,2,DURHAM
20230919,1615,1,DURHAM
20230830,1140,1,DURHAM
20230818,905,1,DURHAM
20230818,1330,1,DURHAM
20230913,1830,1,DURHAM
20230725,1615,1,DURHAM
20230711,1240,2,DURHAM
20230812,1555,1,DURHAM
20230905,1320,1,DURHAM
20230830,1340,2,DURHAM
20230819,850,1,DURHAM
20230825,1540,1,DURHAM
20230829,1350,1,DURHAM
20230906,1250,1,DURHAM
20230826,1455,1,DURHAM
20230909,1415,1,DURHAM
20230830,1710,1,DURHAM
20230727,1605,1,DURHAM
20230726,1655,1,DURHAM
20230825,905,1,DURHAM
20230706,1555,1,DURHAM
20230830,1320,1,DURHAM
20230927,1730,1,DURHAM
20230826,900,1,DURHAM
20230831,1650,1,DURHAM
20230812,1530,1,DURHAM
20230802,1245,1,DURHAM
20230707,1030,1,DURHAM
20230926,1305,1,DURHAM
20230831,1400,2,DURHAM
20230803,1355,1,DURHAM
20230711,1240,1,DURHAM
20230728,905,1,DURHAM
20230916,1330,1,DURHAM
20230926,1105,1,DURHAM
20230829,1310,1,DURHAM
20230812,1300,1,DURHAM
20230729,1515,1,DURHAM
20230829,1120,1,DURHAM
20230921,1550,1,DURHAM
20230729,1430,1,DURHAM
20230704,1350,1,DURHAM
20230922,1450,1,DURHAM
20230908,1010,1,DURHAM
20230912,1210,2,DURHAM
20230811,1000,2,DURHAM
20230829,1530,1,DURHAM
20230808,1200,1,DURHAM
20230920,1230,1,DURHAM
20230724,1040,1,DURHAM
20230707,940,1,DURHAM
20230728,1255,1,DURHAM
20230725,1740,1,DURHAM
20230906,1315,1,DURHAM
20230706,1850,1,DURHAM
20230726,1620,1,DURHAM
20230727,1845,1,DURHAM
20230724,1100,1,DURHAM
20230815,1750,1,DURHAM
20230801,1650,1,DURHAM
20230913,1105,1,DURHAM
20230719,1110,1,DURHAM
20230906,1740,1,DURHAM
20230808,1100,1,DURHAM
20230724,1455,1,DURHAM
20230715,1530,1,DURHAM
20230819,1310,1,DURHAM
20230801,1230,1,DURHAM
20230811,915,2,DURHAM
20230926,1225,1,DURHAM
20230821,1500,1,DURHAM
20230825,1050,1,DURHAM
20230811,1025,1,DURHAM
20230817,1345,1,DURHAM
20230816,1550,1,DURHAM
20230708,1415,1,DURHAM
20230928,1735,1,DURHAM
20230921,1535,1,DURHAM
20230715,920,1,DURHAM
20230801,1805,1,DURHAM
20230728,1100,1,DURHAM
20230726,1105,2,DURHAM
20230704,1300,1,DURHAM
20230707,925,1,DURHAM
20230811,1130,1,DURHAM
20230810,1815,1,DURHAM
20230929,1110,1,DURHAM
20230817,1300,1,DURHAM
20230831,1200,1,DURHAM
20230818,1455,1,DURHAM
20230706,1825,1,DURHAM
20230822,1220,1,DURHAM
20230923,1455,1,DURHAM
20230915,1535,1,DURHAM
20230825,1555,1,DURHAM
20230715,1520,1,DURHAM
20230920,1120,1,DURHAM
20230721,1510,1,DURHAM
20230819,900,1,DURHAM
20230826,1300,1,DURHAM
20230915,1430,1,DURHAM
20230720,1220,2,DURHAM
20230923,1335,1,DURHAM
20230722,830,2,DURHAM
20230721,1420,1,DURHAM
20230711,1720,1,DURHAM
20230816,1750,1,DURHAM
20230711,1745,1,DURHAM
20230822,1155,1,DURHAM
20230715,1100,1,DURHAM
20230923,1505,2,DURHAM
20230802,1620,1,DURHAM
20230712,1120,1,DURHAM
20230927,1225,1,DURHAM
20230727,1300,2,DURHAM
20230905,1730,1,DURHAM
20230715,1330,1,DURHAM
20230718,1720,2,DURHAM
20230802,1355,1,DURHAM
20230902,930,1,DURHAM
20230803,1210,1,DURHAM
20230915,1020,1,DURHAM
20230825,1440,1,DURHAM
20230713,1745,1,DURHAM
20230821,1030,1,DURHAM
20230809,1205,1,DURHAM
20230805,1515,1,DURHAM
20230727,1635,2,DURHAM
20230706,1300,1,DURHAM
20230913,1720,1,DURHAM
20230908,930,1,DURHAM
20230818,1440,1,DURHAM
20230922,825,1,DURHAM
20230922,1455,2,DURHAM
20230705,1405,1,DURHAM
20230802,1655,1,DURHAM
20230811,830,1,DURHAM
20230906,1300,1,DURHAM
20230722,1325,1,DURHAM
20230810,1545,1,DURHAM
20230719,1735,1,DURHAM
20230804,1030,1,DURHAM
20230916,1455,1,DURHAM
20230905,1305,1,DURHAM
20230826,915,1,DURHAM
20230812,910,1,DURHAM
20230714,1315,1,DURHAM
20230804,1020,1,DURHAM
20230923,1000,1,DURHAM
20230822,1345,1,DURHAM
20230821,930,1,DURHAM
20230803,1300,1,DURHAM
20230715,845,1,DURHAM
20230805,1420,1,DURHAM
20230921,1725,1,DURHAM
20230930,1520,2,DURHAM
20230812,1000,1,DURHAM
20230718,1720,1,DURHAM
20230808,1620,1,DURHAM
20230724,820,1,DURHAM
20230914,1315,1,DURHAM
20230909,1550,1,DURHAM
20230721,825,1,DURHAM
20230921,1315,1,DURHAM
20230810,1135,1,DURHAM
20230913,1710,1,DURHAM
20230819,1250,1,DURHAM
20230829,1810,1,DURHAM
20230728,1330,1,DURHAM
20230801,1155,1,DURHAM
20230726,1815,1,DURHAM
20230829,1115,1,DURHAM
20230902,1505,1,DURHAM
20230719,1300,1,DURHAM
20230724,1415,1,DURHAM
20230902,1450,1,DURHAM
20230718,1405,1,DURHAM
20230809,1355,1,DURHAM
20230902,940,1,DURHAM
20230914,1345,1,DURHAM
20230708,1535,1,DURHAM
20230808,1610,1,DURHAM
20230720,1245,1,DURHAM
20230707,1250,1,DURHAM
20230826,920,1,DURHAM
20230802,1650,1,DURHAM
20230815,1205,1,DURHAM
20230919,1800,1,DURHAM
20230919,1625,1,DURHAM
20230801,1145,2,DURHAM
20230712,1650,1,DURHAM
20230808,1810,1,DURHAM
20230724,1050,1,DURHAM
20230714,1355,1,DURHAM
20230913,1615,1,DURHAM
20230830,1250,2,DURHAM
20230727,1145,1,DURHAM
20230923,1500,1,DURHAM
20230825,1535,1,DURHAM
20230912,1205,1,DURHAM
20230808,1655,1,DURHAM
20230704,1710,1,DURHAM
20230906,1730,1,DURHAM
20230808,1245,1,DURHAM
20230715,1515,1,DURHAM
20230831,1705,1,DURHAM
20230719,1820,1,DURHAM
20230905,1205,1,DURHAM
20230707,940,2,DURHAM
20230724,1520,1,DURHAM
20230913,1600,1,DURHAM
20230808,1635,1,DURHAM
20230803,1135,1,DURHAM
20230829,1610,2,DURHAM
20230919,1600,1,DURHAM
20230930,1355,1,DURHAM
20230811,1330,1,DURHAM
20230913,1635,1,DURHAM
20230914,1710,1,DURHAM
20230728,1010,1,DURHAM
20230826,1335,1,DURHAM
20230819,925,1,DURHAM
20230718,1815,1,DURHAM
20230809,1220,1,DURHAM
20230913,1655,1,DURHAM
20230922,1550,1,DURHAM
20230808,1330,1,DURHAM
20230915,1050,1,DURHAM
20230922,905,1,DURHAM
20230921,1830,1,DURHAM
20230920,1240,1,DURHAM
20230826,930,1,DURHAM
20230811,1345,1,DURHAM
20230822,1655,1,DURHAM
20230721,1310,1,DURHAM
20230908,1345,1,DURHAM
20230913,1130,2,DURHAM
20230906,1620,1,DURHAM
20230915,1510,1,DURHAM
20230821,1345,1,DURHAM
20230912,1555,1,DURHAM
20230831,1345,1,DURHAM
20230708,1350,1,DURHAM
20230912,1105,1,DURHAM
20230831,1600,1,DURHAM
20230802,1830,1,DURHAM
20230926,1730,1,DURHAM
20230826,1020,1,DURHAM
20230909,935,1,DURHAM
20230722,1410,1,DURHAM
20230725,1750,1,DURHAM
20230706,1340,1,DURHAM
20230919,1620,1,DURHAM
20230923,1410,1,DURHAM
20230831,1405,1,DURHAM
20230909,905,1,DURHAM
20230721,1255,2,DURHAM
20230825,1055,1,DURHAM
20230714,1450,1,DURHAM
20230916,1000,1,DURHAM
20230930,945,1,DURHAM
20230915,1120,1,DURHAM
20230706,1605,1,DURHAM
20230930,1310,1,DURHAM
20230706,1610,1,DURHAM
20230712,1340,1,DURHAM
20230812,1105,1,DURHAM
20230825,1040,1,DURHAM
20230714,1010,1,DURHAM
20230906,1805,1,DURHAM
20230721,1440,1,DURHAM
20230721,1515,1,DURHAM
20230810,1605,1,DURHAM
20230724,1355,1,DURHAM
20230815,1250,1,DURHAM
20230915,1330,1,DURHAM
20230704,1610,2,DURHAM
20230909,830,1,DURHAM
20230711,1110,1,DURHAM
20230819,1415,1,DURHAM
20230817,1320,1,DURHAM
20230929,1435,1,DURHAM
20230727,1750,1,DURHAM
20230915,1400,1,DURHAM
20230920,1710,1,DURHAM
20230817,1130,1,DURHAM
20230818,840,1,DURHAM
20230728,1420,1,DURHAM
20230720,1140,1,DURHAM
20230706,1645,1,DURHAM
20230908,830,1,DURHAM
20230726,1800,1,DURHAM
20230724,905,1,DURHAM
20230919,1635,1,DURHAM
20230930,1110,1,DURHAM
20230929,1335,1,DURHAM
20230930,1100,1,DURHAM
20230712,1240,1,DURHAM
20230821,1340,2,DURHAM
20230816,1140,1,DURHAM
20230928,1730,1,DURHAM
20230805,1505,1,DURHAM
20230729,1420,1,DURHAM
20230812,1505,1,DURHAM
20230909,1325,1,DURHAM
20230721,845,1,DURHAM
20230729,1020,1,DURHAM
20230926,1710,1,DURHAM
20230821,1520,1,DURHAM
20230729,1010,1,DURHAM
20230804,1000,2,DURHAM
20230706,1550,1,DURHAM
20230908,1100,2,DURHAM
20230815,1825,1,DURHAM
20230819,1030,1,DURHAM
20230916,900,1,DURHAM
20230815,1405,1,DURHAM
20230905,1645,1,DURHAM
20230707,1335,1,DURHAM
20230902,1050,1,DURHAM
20230831,1555,1,DURHAM
20230902,1335,1,DURHAM
20230714,1330,1,DURHAM
20230724,925,1,DURHAM
20230725,1715,2,DURHAM
20230915,850,1,DURHAM
20230929,1120,1,DURHAM
20230725,1710,1,DURHAM
20230928,1325,1,DURHAM
20230707,1350,1,DURHAM
20230816,1120,1,DURHAM
20230808,1530,1,DURHAM
20230720,1545,1,DURHAM
20230722,1040,1,DURHAM
20230830,1350,1,DURHAM
20230803,1630,1,DURHAM
20230721,1530,1,DURHAM
20230905,1835,1,DURHAM
20230722,1125,1,DURHAM
20230821,1130,1,DURHAM
20230912,1810,1,DURHAM
20230715,850,1,DURHAM
20230722,1535,1,DURHAM
20230729,1455,1,DURHAM
20230819,1110,1,DURHAM
20230831,1355,1,DURHAM
20230921,1530,1,DURHAM
20230905,1310,1,DURHAM
20230913,1120,1,DURHAM
20230923,1325,1,DURHAM
20230725,1150,1,DURHAM
20230719,1615,1,DURHAM
20230728,1050,1,DURHAM
20230719,1200,1,DURHAM
20230815,1620,1,DURHAM
20230724,1255,1,DURHAM
20230923,1350,1,DURHAM
20230914,1150,1,DURHAM
20230913,1325,1,DURHAM
20230822,1250,1,DURHAM
20230929,825,1,DURHAM
20230830,1120,1,DURHAM
20231219,1550,1,DURHAM
20231227,1500,1,DURHAM
20231218,1005,1,DURHAM
20231219,1310,1,DURHAM
20230801,1240,1,DURHAM
20231230,850,1,DURHAM
20231222,1100,1,DURHAM
20231227,1255,1,DURHAM
20231221,1455,1,DURHAM
20231221,920,1,DURHAM
20231222,1535,1,DURHAM
20231228,935,1,DURHAM
20231228,1100,1,DURHAM
20231219,1250,1,DURHAM
20231227,1300,1,DURHAM
20231221,1050,1,DURHAM
20231219,1425,1,DURHAM
20230805,945,1,DURHAM
20230926,1325,1,DURHAM
20231221,1355,1,DURHAM
20231218,1515,1,DURHAM
20231229,1030,1,DURHAM
20231229,950,1,DURHAM
20231228,1030,1,DURHAM
20231227,1010,1,DURHAM
20231218,825,1,DURHAM
20231221,1020,1,DURHAM
20230920,1800,1,DURHAM
20230928,1205,1,DURHAM
20231221,1250,1,DURHAM
20231222,1320,1,DURHAM
20231222,1050,1,DURHAM
20231219,1525,1,DURHAM
20231221,1315,1,DURHAM
20231230,835,1,DURHAM
20231229,1400,1,DURHAM
20231228,1105,1,DURHAM
20231219,835,1,DURHAM
20231228,925,1,DURHAM
20231230,1005,1,DURHAM
20231218,945,1,DURHAM
20230926,1655,1,DURHAM
20231222,1550,1,DURHAM
20231227,850,1,DURHAM
20231219,1450,1,DURHAM
20231227,1355,1,DURHAM
20231227,820,2,DURHAM
20231219,850,1,DURHAM
20231219,950,1,DURHAM
20231228,1400,1,DURHAM
20231218,1000,1,DURHAM
20231219,820,2,DURHAM
20231222,1010,1,DURHAM
20231219,830,1,DURHAM
20230713,1345,1,DURHAM
20230919,1725,1,DURHAM
20231219,920,1,DURHAM
20231222,905,1,DURHAM
20231230,840,1,DURHAM
20231218,1050,1,DURHAM
20231229,1350,1,DURHAM
20231221,1125,1,DURHAM
20231228,1430,1,DURHAM
20231227,1120,1,DURHAM
20230720,1130,1,DURHAM
20230704,1555,1,DURHAM
20231230,1515,1,DURHAM
20231228,1345,1,DURHAM
20231229,820,2,DURHAM
20231221,1300,1,DURHAM
20231229,1520,1,DURHAM
20231227,1045,1,DURHAM
20231219,940,1,DURHAM
20231230,1040,1,DURHAM
20231218,1410,1,DURHAM
20231230,1310,1,DURHAM
20231229,1020,1,DURHAM
20231222,1255,1,DURHAM
20231219,840,1,DURHAM
20231229,1510,1,DURHAM
20231218,1420,1,DURHAM
20231222,1250,1,DURHAM
20230812,825,1,DURHAM
20230909,1520,1,DURHAM
20231222,1310,1,DURHAM
20231228,1535,1,DURHAM
20231228,1550,1,DURHAM
20231227,1335,1,DURHAM
20231227,1405,1,DURHAM
20231229,910,1,DURHAM
20231228,825,1,DURHAM
20231230,1545,1,DURHAM
20231230,1300,1,DURHAM
20231219,1125,1,DURHAM
20231221,1010,1,DURHAM
20231218,850,1,DURHAM
20230802,1700,1,DURHAM
20231227,945,1,DURHAM
20231222,1545,1,DURHAM
20231218,915,1,DURHAM
20231219,1030,1,DURHAM
20231229,1050,1,DURHAM
20231229,1255,1,DURHAM
20231219,1430,1,DURHAM
20231227,1540,1,DURHAM
20231229,1425,1,DURHAM
20231229,1505,1,DURHAM
20231222,1040,1,DURHAM
20230822,1200,1,DURHAM
20231227,1455,1,DURHAM
20230719,1320,1,DURHAM
20230915,920,1,DURHAM
20230908,1425,1,DURHAM
20230809,1125,2,DURHAM
20230715,1025,1,DURHAM
20231221,1345,1,DURHAM
20231222,1455,1,DURHAM
20231218,1505,1,DURHAM
20231227,1420,1,DURHAM
20231227,1525,1,DURHAM
20231218,820,1,DURHAM
20231229,840,1,DURHAM
20231219,1105,1,DURHAM
20230821,1315,1,DURHAM
20231227,1100,1,DURHAM
20231229,1315,1,DURHAM
20231221,1420,1,DURHAM
20231221,1505,1,DURHAM
20230727,1205,2,DURHAM
20231219,1255,1,DURHAM
20231228,1000,1,DURHAM
20231219,1520,1,DURHAM
20231218,1535,1,DURHAM
20231218,1355,1,DURHAM
20231218,1250,1,DURHAM
20231230,910,1,DURHAM
20231219,1005,1,DURHAM
20230906,1345,1,DURHAM
20231221,1515,1,DURHAM
20231221,915,1,DURHAM
20231221,1320,1,DURHAM
20231228,1255,1,DURHAM
20231219,930,1,DURHAM
20231227,1000,1,DURHAM
20231230,935,1,DURHAM
20231222,1330,1,DURHAM
20231222,1000,1,DURHAM
20231222,840,1,DURHAM
20231227,1250,1,DURHAM
20231218,1340,1,DURHAM
20230714,1500,1,DURHAM
20230922,1345,1,DURHAM
20231221,1500,1,DURHAM
20231228,1340,1,DURHAM
20231219,1320,1,DURHAM
20231218,1325,1,DURHAM
20230826,1320,1,DURHAM
20231229,1355,1,DURHAM
20231221,925,1,DURHAM
20231229,1540,1,DURHAM
20231228,955,1,DURHAM
20231222,1030,1,DURHAM
20231219,900,1,DURHAM
20231219,925,1,DURHAM
20231227,940,1,DURHAM
20231221,845,1,DURHAM
20231229,1025,1,DURHAM
20231219,1335,1,DURHAM
20231222,925,1,DURHAM
20230707,1105,1,DURHAM
20230701,1440,1,DURHAM
20230701,1040,1,DURHAM
20230701,930,2,DURHAM
20230701,1020,1,DURHAM
20230701,1005,2,DURHAM
20230701,820,1,DURHAM
20230701,1510,1,DURHAM
20231030,1535,1,DURHAM
20230826,1450,1,DURHAM
20230719,1555,1,DURHAM
20230701,1350,1,DURHAM
20231030,1315,1,DURHAM
20230701,1330,2,DURHAM
20230701,1435,2,DURHAM
20231030,1135,1,DURHAM
20230701,1100,1,DURHAM
20231030,1730,1,DURHAM
20230701,1110,1,DURHAM
20230926,1245,1,DURHAM
20230701,915,2,DURHAM
20230701,845,2,DURHAM
20230701,1520,1,DURHAM
20231030,1320,1,DURHAM
20230726,1550,1,DURHAM
20230701,900,1,DURHAM
20230701,1425,1,DURHAM
20231030,1150,1,DURHAM
20231030,1510,1,DURHAM
20231030,1415,1,DURHAM
20230701,1310,1,DURHAM
20231030,1140,1,DURHAM
20230701,1355,1,DURHAM
20230701,1330,1,DURHAM
20231030,1110,1,DURHAM
20230701,1430,1,DURHAM
20231030,1420,1,DURHAM
20230815,1530,1,DURHAM
20230817,1240,1,DURHAM
20230701,1255,1,DURHAM
20231030,1700,1,DURHAM
20230701,1510,2,DURHAM
20230809,1600,1,DURHAM
20230914,1645,2,DURHAM
20230909,1320,1,DURHAM
20230714,825,1,DURHAM
20230805,830,1,DURHAM
20230909,1100,1,DURHAM
20230922,940,1,DURHAM
20230802,1230,2,DURHAM
20230819,1400,1,DURHAM
20230811,1340,1,DURHAM
20230908,1000,1,DURHAM
20230914,1300,1,DURHAM
20230822,1735,1,DURHAM
20230718,1750,1,DURHAM
20230831,1220,1,DURHAM
20230920,1835,1,DURHAM
20230821,1410,1,DURHAM
20230912,1250,1,DURHAM
20230816,1735,1,DURHAM
20230816,1155,1,DURHAM
20230902,945,1,DURHAM
20230724,1330,1,DURHAM
20230712,1810,1,DURHAM
20230921,1735,1,DURHAM
20230916,1305,1,DURHAM
20230724,900,1,DURHAM
20230930,1515,1,DURHAM
20230902,905,1,DURHAM
20230816,1305,2,DURHAM
20230830,1610,1,DURHAM
20230708,1420,1,DURHAM
20230821,915,1,DURHAM
20230810,1155,1,DURHAM
20230804,1310,1,DURHAM
20230801,1130,1,DURHAM
20230927,1105,1,DURHAM
20230922,1440,1,DURHAM
20230729,840,2,DURHAM
20230729,1120,1,DURHAM
20230728,1515,1,DURHAM
20230712,1710,1,DURHAM
20230815,1225,1,DURHAM
20230804,840,1,DURHAM
20230829,1340,1,DURHAM
20230804,1045,1,DURHAM
20230928,1530,1,DURHAM
20230929,1055,1,DURHAM
20230906,1150,1,DURHAM
20230902,820,1,DURHAM
20230915,1450,1,DURHAM
20230725,1630,1,DURHAM
20230909,1010,1,DURHAM
20230912,1255,1,DURHAM
20230928,1310,1,DURHAM
20230930,1325,1,DURHAM
20230916,1315,1,DURHAM
20230915,1555,1,DURHAM
20230727,1300,1,DURHAM
20230906,1655,1,DURHAM
20230704,1830,1,DURHAM
20230815,1710,1,DURHAM
20230804,1130,1,DURHAM
20230920,1340,1,DURHAM
20230714,850,1,DURHAM
20230915,1315,1,DURHAM
20230713,1635,1,DURHAM
20230715,1555,1,DURHAM
20230817,1835,1,DURHAM
20230711,1245,1,DURHAM
20230705,1610,1,DURHAM
20230712,1405,1,DURHAM
20230923,905,1,DURHAM
20230909,1050,1,DURHAM
20230928,1200,1,DURHAM
20230928,1330,1,DURHAM
20230830,1540,1,DURHAM
20230920,1815,1,DURHAM
20230821,1540,1,DURHAM
20230922,1400,1,DURHAM
20230715,1120,1,DURHAM
20230830,1550,1,DURHAM
20230726,1530,1,DURHAM
20230715,1000,1,DURHAM
20230902,835,1,DURHAM
20230821,1425,1,DURHAM
20230920,1550,1,DURHAM
20230810,1820,1,DURHAM
20230919,1815,1,DURHAM
20230825,1340,1,DURHAM
20230811,1320,1,DURHAM
20230727,1825,1,DURHAM
20230707,1400,1,DURHAM
20230905,1545,1,DURHAM
20230803,1605,1,DURHAM
20230923,940,1,DURHAM
20230818,1355,1,DURHAM
20230725,1715,1,DURHAM
20230721,1030,1,DURHAM
20230922,950,1,DURHAM
20230801,1715,1,DURHAM
20230726,1615,1,DURHAM
20230902,1045,1,DURHAM
20230912,1625,1,DURHAM
20230909,1540,1,DURHAM
20230921,1650,1,DURHAM
20230809,1540,1,DURHAM
20230921,1125,1,DURHAM
20230808,1715,1,DURHAM
20230920,1325,1,DURHAM
20230811,1400,1,DURHAM
20230711,1730,1,DURHAM
20230708,1400,1,DURHAM
20230815,1615,1,DURHAM
20230909,1125,1,DURHAM
20230909,1435,1,DURHAM
20230801,1700,1,DURHAM
20230819,1540,1,DURHAM
20230822,1135,1,DURHAM
20230914,1240,1,DURHAM
20230707,1535,1,DURHAM
20230810,1330,1,DURHAM
20230808,1410,1,DURHAM
20230915,1345,1,DURHAM
20230922,1005,1,DURHAM
20230825,1510,2,DURHAM
20230831,1640,2,DURHAM
20230724,1010,1,DURHAM
20230819,1455,1,DURHAM
20230912,1315,1,DURHAM
20230821,935,1,DURHAM
20230909,1400,1,DURHAM
20230923,1020,1,DURHAM
20230815,1700,1,DURHAM
20230916,1500,1,DURHAM
20230916,1120,1,DURHAM
20230902,1300,1,DURHAM
20230712,1550,1,DURHAM
20230801,1710,1,DURHAM
20230713,1625,1,DURHAM
20230729,1450,1,DURHAM
20230928,1220,1,DURHAM
20230921,1555,1,DURHAM
20230802,1100,1,DURHAM
20230711,1530,1,DURHAM
20230822,1305,1,DURHAM
20230927,1835,1,DURHAM
20230929,905,1,DURHAM
20230822,1610,1,DURHAM
20230905,1355,1,DURHAM
20230929,840,1,DURHAM
20230812,820,1,DURHAM
20230928,1300,1,DURHAM
20230728,1415,1,DURHAM
20230928,1155,1,DURHAM
20230729,1425,2,DURHAM
20230721,1300,1,DURHAM
20230812,1255,1,DURHAM
20230711,1535,1,DURHAM
20230914,1350,1,DURHAM
20230707,830,1,DURHAM
20230801,1315,1,DURHAM
20230905,1315,1,DURHAM
20230916,1340,1,DURHAM
20230726,1325,1,DURHAM
20230808,1725,1,DURHAM
20230914,1130,1,DURHAM
20230908,1120,1,DURHAM
20230920,1210,1,DURHAM
20230707,915,1,DURHAM
20230922,1425,1,DURHAM
20230815,1550,1,DURHAM
20230727,1630,1,DURHAM
20230715,1325,1,DURHAM
20230812,1030,1,DURHAM
20230913,1355,1,DURHAM
20230708,1530,1,DURHAM
20230729,1300,1,DURHAM
20230926,1210,1,DURHAM
20230706,1130,1,DURHAM
20230713,1240,1,DURHAM
20230817,1615,1,DURHAM
20230902,1440,1,DURHAM
20230715,1010,1,DURHAM
20230831,1730,1,DURHAM
20230812,1415,1,DURHAM
20230707,1110,1,DURHAM
20230906,1750,1,DURHAM
20230912,1245,1,DURHAM
20230718,1345,2,DURHAM
20230916,835,1,DURHAM
